cluster-id,label,argument
0,学校生活の不便,課題が提出できているか分からない（このシステムもできているか分からない）
0,学校生活の不便,千葉工大の学生証が身分証として使えない
0,学校生活の不便,普通の授業じゃなく、ゼミなどの出席の管理ができない
0,学校生活の不便,複数の課題やテストの締切をひと目で管理できない
0,学校生活の不便,研究室やゼミでの連絡がLINEや口頭で属人化している
0,学校生活の不便,知り合いにものすごい頻度で茶会を開催する人がいるが、道具が今どこにあるかよく分からなくなっている
0,学校生活の不便,「茶会記」というものを毎回書くが、自動でやりたい
0,学校生活の不便,家計簿みたいのつけたいけど結局つけ忘れるとこ多くて出来ない
0,学校生活の不便,授業確認のためにいちいちmanabaやCITポータルを開かないといけないのが大変
0,学校生活の不便,学割に必要な書類が学校でしか印刷できない
0,学校生活の不便,なんの課題をいつやればいいのか、スケジュールを立てるのがめんどくさい。
0,学校生活の不便,提出期限がいつまでかわからない
0,学校生活の不便,パパッと遺書（軽く死の危険がある時にすぐ発行できる。例：万博行くなど）
0,学校生活の不便,自分のやりたいことをスケジュール化するのが難しい。
0,学校生活の不便,バイトの日程をいちいちカレンダーに入れるのがめんどくさい。
0,学校生活の不便,会話バランスの可視化がしたい。自分語りで終わらないように、最後相手により良い形で話を返すなど
0,学校生活の不便,必要な人にアクセス権を付与せず（何年か前のファイルとか）
0,学校生活の不便,レシートの経費化を忘れて、印刷がかすれているので使えなくなる
0,学校生活の不便,学校の課題提出を忘れがち
0,学校生活の不便,講義資料が配布される媒体がバラバラで管理しづらい
0,学校生活の不便,授業の休講・補講の連絡が遅い
0,学校生活の不便,ファイル名を考えるのが面倒
0,学校生活の不便,パスワードを忘れる
0,学校生活の不便,印刷した資料のミスを直しにくい
0,学校生活の不便,メモを書いてどこに書いたか忘れる。メモの意味をなしていない。
0,学校生活の不便,未提出の課題の確認
0,学校生活の不便,同じ授業を履修している知り合いの確認
0,学校生活の不便,プリンターが使いにくい
0,学校生活の不便,講義の録音・録画が許可されず、後から復習するのが難しい．
0,学校生活の不便,サイトの登録の際に，パスワードを考えるのがめんどくさい．
0,学校生活の不便,新規の事業アイデアを考えるのが途中で無のループに入る。結局なんだっけ？ってスタートに戻る。
0,学校生活の不便,見積もりを作るのが大変。ほんと泣きそう
0,学校生活の不便,講義の教室変更が分かりづらい
0,学校生活の不便,講義の出席確認が紙で効率が悪い
0,学校生活の不便,友達に講義資料を頼むのが気まずい
0,学校生活の不便,アプリやサービスのパスワードが多すぎて覚えきれない
0,学校生活の不便,どの授業でどんな課題が出ているか把握しにくい
0,学校生活の不便,グループワークのメンバーとの連絡手段が定まらない
0,学校生活の不便,課題を提出したかわからない．不安になる．
0,学校生活の不便,学内での落とし物の問い合わせシステムが効率的でない．
0,学校生活の不便,PTAや地域イベント、ボランティアで働き手が少ない
0,学校生活の不便,コンタクト2週間の交換時期を忘れる
0,学校生活の不便,旅行が計画通り行かなかった時のスケジュール調整が難しい
0,学校生活の不便,出張経費の領収書管理
0,学校生活の不便,講義の課題の締め切りがそれぞれあってこんがらがる
0,学校生活の不便,講義資料が沢山あってまとめられない
0,学校生活の不便,それぞれの曜日で最初の講義の時間がバラバラで確認が大変
0,学校生活の不便,読んだ本、内容を忘れる
0,学校生活の不便,親から子供への虐待は何とかして無くなれば良いのに
0,学校生活の不便,夫婦間のDVは何とかして無くなれば良いのに
0,学校生活の不便,他人の生命を凶器などでおびやかして自らの欲求を得ることは何とかして無くなれば良いのに
0,学校生活の不便,文字数カウント
0,学校生活の不便,課題が提出できているか不安
0,学校生活の不便,必要単位数と足りない単位を計算
0,学校生活の不便,悩み事の相談
0,学校生活の不便,終わったタスクが消えるやることリスト
0,学校生活の不便,直近で新しく始めたもののメモ
0,学校生活の不便,ポッドキャストでいい内容だなと思ってもそれがどれだったかわからなくなる
0,学校生活の不便,院進の日程がわからなくて怖い
0,学校生活の不便,他の研究と内容が被ってないかが怖い
0,学校生活の不便,課題が終わってるかどうかが不安
0,学校生活の不便,アカウント側でロックされてるのに、授業で必要な機能がある
0,学校生活の不便,同じような名前の課題ファイルで混乱する
0,学校生活の不便,グループワークで誰がどこまでやったか見えづらい
0,学校生活の不便,急な休講に気づかない
0,学校生活の不便,プリンターの紙切れに気づかず印刷できない
0,学校生活の不便,実験結果の記録を忘れてしまう
0,学校生活の不便,反抗期の子供が親の言うことを聞いてくれると良いのに
0,学校生活の不便,レポートの提出フォーマットが授業ごとにバラバラ
0,学校生活の不便,履修登録システムが使いづらい・重い
0,学校生活の不便,成績や単位の反映が遅い
0,学校生活の不便,教科書が高すぎる
0,学校生活の不便,先生に質問しにくい（特に大人数授業）
0,学校生活の不便,サークルや研究室の予定がバラバラで調整しづらい
0,学校生活の不便,講義の課題提出日を忘れがち
0,学校生活の不便,実験室の装置が予約で埋まっているか現地で確認しないといけない
0,学校生活の不便,課題の提出有無を忘れる
0,学校生活の不便,変換機能がダメダメ（誤変換が多いなど）
0,学校生活の不便,課題の量が多くて優先順位がつけづらい
0,学校生活の不便,レポートの提出期限をうっかり忘れる
0,学校生活の不便,授業の内容が難しすぎて家で復習が必須
0,学校生活の不便,ノートを家に忘れて復習できない
0,学校生活の不便,研究室のスケジュールが急に変わるのに伝わらない
0,学校生活の不便,授業で使う資料が急に変更される
0,学校生活の不便,授業で出席を紙でとる場合、忘れやすい
0,学校生活の不便,大学内の掲示情報が紙ベースで探しづらい
0,学校生活の不便,授業の教室確認に手間がかかる
0,学校生活の不便,課題をやる予定をうまく立てられない
0,学校生活の不便,企業説明会などのスケジュールを一元管理できたら便利
0,学校生活の不便,義務教育の申込書がアナログでめんどくさい
0,学校生活の不便,市役所に行かないと手続きできないのがめんどくさい
0,学校生活の不便,会員登録時に個人情報を入れるのがめんどくさい
0,学校生活の不便,ポートフォリオ作りに時間がかかる
0,学校生活の不便,おばあちゃんと話してほっこりしたい
0,学校生活の不便,メモのファイルを作りすぎて整理する時しか過去のものを見ない
0,学校生活の不便,デザインのまとめ方がわからない（色・レイアウト・用途など分け方が複雑）
0,学校生活の不便,現金払いしたものの記録をつけ忘れる
0,学校生活の不便,出席時のログインが面倒
0,学校生活の不便,ゲームのログインを忘れるので管理したい
0,学校生活の不便,デザインの修正を手伝ってほしい
0,学校生活の不便,会話の話題作り、話題探しをしてほしい
0,学校生活の不便,管理するパスワードの数が増え続ける
0,学校生活の不便,重要書類にハンコを押し忘れる
0,学校生活の不便,興味のない話をおばさんからされた時の対応に困る
0,学校生活の不便,米を研ぐ行為が面倒
0,学校生活の不便,突然増えた残業がつらい
0,学校生活の不便,毎回アンケートに答えるのが大変
0,学校生活の不便,研究発表会の質疑応答が活発化しない
0,学校生活の不便,競合他社の研究開発状況が見えにくい中、自社が優位性を取りにくい
0,学校生活の不便,わかりにくいボードゲームのルールに従わなければいけない
0,学校生活の不便,ルーティーン作業が形骸化してしまう
0,学校生活の不便,「答えのないテーマ」を扱う話し合いの結論が、形骸化してしまう
0,学校生活の不便,陰謀論者が多くて困る
0,学校生活の不便,子供が、デジタルツールを使いつつ、自然に触れる大切さを知る必要がある
0,学校生活の不便,紙のメモは後でまとめるのが面倒
0,学校生活の不便,アイデアを出しても整理されず埋もれてしまう
0,学校生活の不便,学生や社会人がアイデアを評価・共有できる仕組みがない
0,学校生活の不便,設立など契約書の作成に専門知識が必要でハードルが高い
0,学校生活の不便,主婦の裁量や努力が可視化・評価されにくい
0,学校生活の不便,公開予定表に空きがあると会議を入れられてしまう
0,学校生活の不便,出席と勤怠管理が異なること
0,学校生活の不便,学習内容が整理されず、復習の仕組みがない
0,学校生活の不便,学生時代に学んだ内容が将来どう活きるか見えにくい
0,学校生活の不便,教材動画が長く、集中が続かない。短い動画が求められている
0,学校生活の不便,デジタルと自然を両立した子ども向け教育法が乏しい
0,学校生活の不便,子供にとってそれが虐待にあたるのかどうか判断できない
0,学校生活の不便,家計簿をつけたいが、めんどうくさい
0,学校生活の不便,短時間単発のバイトをしたいが内容が大変だったり遠かったりでなかなか条件に合う仕事がない
0,学校生活の不便,授業中に先生までの距離が遠くて発言や質問しづらいことがある
0,学校生活の不便,授業で分からないところがあったときに授業中すぐには聞けない
0,学校生活の不便,成績が学期末にならないとちゃんと分からない
0,学校生活の不便,家族内で決めたルールや役割分担を忘れてしまうことが多く、どこに書いたかもバラバラで探しづらい。
0,学校生活の不便,読書や筋トレ、語学など自己研鑽を始めても、モチベーションが続かず途中で止まってしまう。
0,学校生活の不便,実現したいアイデアがあっても、それを形にするスキルや人脈がなく、行動に移せずに終わってしまう。
0,学校生活の不便,目標設定がコロコロ変わる
0,学校生活の不便,スケジュール決めるときに保留になると約束そのものを忘れる
0,学校生活の不便,発表レイアウト考えるの大変
0,学校生活の不便,実験条件揃えるの考えるのが面倒
0,学校生活の不便,マニュアル作りが面倒
0,学校生活の不便,テストや課題の計画を立てて、それに沿って効率よく勉強したいがその計画を立てる時間がない。また最も効率の良い計画を立てるのが難しい
0,学校生活の不便,家事のタスクをアプリで管理しているが、どのタスクをするべきか自分で考えている。やるべきタスクを自動的にリストアップしてくれたらいいのに。
0,学校生活の不便,息子の算数力アップのために3つの数字の足し算の練習を楽しくやってもらいたい。
0,学校生活の不便,1日のスケジュールを考えるのが面倒くさい
0,学校生活の不便,1日の記録を残すのが面倒
0,学校生活の不便,ゲームではキャラの強さが重視され、愛着を持って育てた初期のキャラが後半で使いづらくなる。
0,学校生活の不便,チームでのアイデア出しにおいて、アウトプットの粒度が人によってバラバラで、議論がまとまりにくい。
0,学校生活の不便,授業スライドのダウンロードが面倒
0,学校生活の不便,息子のくもんの算数の答え合わせが面倒。
0,学校生活の不便,息子のくもんの算数の答えが間違っていた時にどうして間違えたのかの分析をするのが大変。
0,学校生活の不便,社内で研修をする時の配席表が自動的に作成されたらいいのに。
0,学校生活の不便,社員の月間シフト表が自動的に組まれたらいいのに。
0,学校生活の不便,手書きのアンケートをレポートにする時にタイプ入力しているので、手間をかけずできるようなものが欲しい。
0,学校生活の不便,紙の書類が見つからない。
0,学校生活の不便,次の授業がどの教室か忘れる
0,学校生活の不便,次の授業が何時からか忘れる
0,学校生活の不便,授業に必要なものを忘れる
0,学校生活の不便,課題を出し忘れる
0,学校生活の不便,役割決めが決まらない
0,学校生活の不便,自分が取得した資格を忘れる
0,学校生活の不便,課題を全て提出したか不安になる
0,学校生活の不便,資料を大量にペーパーでもらった時に管理に困る
0,学校生活の不便,コピー機の使い方がわかりにくい
0,学校生活の不便,授業で出席確認が面倒
0,学校生活の不便,研究室の雑務のドキュメント資料の作成
0,学校生活の不便,課題や提出物を送信したかどうか、確認できるシステムがない
0,学校生活の不便,資料をプリントアウトし忘れて授業に行ってしまう
0,学校生活の不便,履修登録期間を忘れてしまう
0,学校生活の不便,授業資料や課題の提出先が科目ごとに異なるプラットフォームで混乱する
0,学校生活の不便,課題の提出期限がわからなくなる時がある
0,学校生活の不便,課題の締め切り、やったかどうかを一覧で管理したい
0,学校生活の不便,アップデート時のCHANGELOGを書くのがめんどくさい
0,学校生活の不便,レポート作成時に必要な参考文献をどこにメモしたか忘れる
0,学校生活の不便,講義室についたらペンの芯がなくなっていることに気づく
0,学校生活の不便,グループワークでの役割分担が不公平になりがち
0,学校生活の不便,デジタルノートとアナログノートのどちらを使うべきか迷う
0,学校生活の不便,家計簿をつけようとしてもなかなか続かない。
0,学校生活の不便,先生が板書しているとき、手元や書いた履歴が見えず、資料の読み取りなどに苦労する。
0,学校生活の不便,PDCAサイクル専用のアプリがなく、既存の管理ツールでは進捗や目標の確認がしにくい。
0,学校生活の不便,授業中に質問しにくい雰囲気があり、疑問があっても聞けない。
0,学校生活の不便,授業の進度がクラス全体に合っておらず、早すぎたり遅すぎたりする。
0,学校生活の不便,大学の講義について、みんなの評価や感想を気軽に知る方法がない。
0,学校生活の不便,インシデント訓練を劇場型で面白く行いたい
0,学校生活の不便,茶道具には「箱書き」というものがあるが、読むのが難しい
0,学校生活の不便,同じテーマで同じ日に茶会をしている人とつながりたい
0,学校生活の不便,行ったコンサートの記録が面倒であきらめている
0,学校生活の不便,推しピアニストがコンサートの宣伝にやる気がないため、海外での演奏予定が直前（または直後）しか分からない
0,学校生活の不便,ほとんどの演奏者には演奏機会がない
0,学校生活の不便,ソフトウェアの運用におけるエラー管理が煩雑
0,学校生活の不便,マニュアルをWordで書こうとする人たちがいる
1,日常の不都合さ,休日にインシデントが発生した際の対応・連絡を効果的に行いたい
1,日常の不都合さ,ゲームアプリのガチャのように自分のインターネット上のサービス業全てに活用できる最強課金スキームをAI化したい。
1,日常の不都合さ,旅行でどこ行ったらいいか分からない
1,日常の不都合さ,ICカードにチャージする方法がクレジットか現金しかない
1,日常の不都合さ,居酒屋等ご飯を食べに行ったときに割り勘以外お会計の計算がめんどくさい
1,日常の不都合さ,無料ユーザーでGPTを使用中に1日で利用できる回数制限になった時、他のAIでさくっと作成できると嬉しい。
1,日常の不都合さ,食堂が混みすぎていて座れないことが多い。
